gene	SRX007811	SRX008015	SRX008027	SRX008025	SRX008010	SRX008005	SRX008018	SRX008007	SRX008006	SRX008020	SRX008011	SRX008019	SRX008026	SRX008008	SRX008009	SRX008029	SRX008014	SRX008156	SRX008023	SRX008016	SRX008013	SRX008022	SRX008024	SRX008012	SRX008028	SRX008021	SRX008171	SRX008155	SRX008017	SRX008157
FBgn0037714	1	6	9	13	13	31	15	2	18	87	432	1333	2693	4828	2773	757	73	37	291	390	2284	851	724	4270	3328	3077	358	305	1263	33
FBgn0037715	3210	2669	2494	1509	1458	1378	1998	1627	2018	3514	4080	8552	7103	8147	3850	1183	451	465	771	466	11304	2617	2683	13225	8191	8240	595	639	28495	588
FBgn0037716	8193	2039	3777	2704	1988	2172	2372	1288	1009	853	594	1172	1057	1298	389	457	672	1324	2019	2539	2877	4159	3821	1576	2364	1976	2207	1661	964	1574
FBgn0037717	3936	3788	2013	888	1281	1126	1654	2044	2681	1673	2300	4327	2347	1010	193	79	84	129	1518	1166	2821	2465	2440	877	1050	707	6411	5291	1682	188
FBgn0037718	7714	1540	4205	6874	7243	14018	15227	8902	7100	7596	3583	7389	10431	18744	5448	3135	3725	7889	4748	6320	7390	6655	5687	7537	11361	7419	6345	4991	3638	9102
FBgn0037719	3473	2569	8861	3855	2920	2983	3501	1889	1648	1993	1206	2688	1919	2356	739	992	1413	3097	2191	1955	2260	1992	1953	1185	1673	1250	1844	1325	885	3687
FBgn0037720	5235	3229	7687	8458	7682	7493	8172	7573	7757	7633	3547	7333	2768	3618	1464	1232	1489	2378	2402	2848	4219	2576	2260	4345	6834	4591	4893	7577	2406	2847
FBgn0037721	2	20	40	47	100	528	759	785	1068	1351	824	1896	2771	5156	1445	1003	1126	3813	4774	2076	1051	233	277	2138	2899	1921	1413	8314	1314	6997
FBgn0037722	2634	464	358	453	712	964	1290	446	373	350	199	472	475	457	211	242	380	908	1891	1164	1139	1460	1476	448	616	418	894	692	323	1255
FBgn0037723	3840	1587	2938	3821	5093	12739	11202	8329	7681	8868	9027	18322	21339	13953	5652	2636	1776	2383	3033	1585	7427	6016	5367	1861	2081	2016	1823	1880	1731	2384
FBgn0037724	38	35	275	90	217	547	464	609	1734	15770	39710	85309	55881	96715	49347	27476	19271	20561	1308	244	810	513	603	316	1018	369	208	20	51	13109
FBgn0037726	8	23	104	89	115	277	832	853	882	1186	636	1109	795	493	58	32	103	181	356	543	587	114	97	1252	2446	1520	935	1272	842	138
FBgn0037727	3	14	114	38	27	33	52	6	7	4	6	9	5	4	16	13	27	353	1178	624	370	289	217	473	488	333	545	281	187	2285
FBgn0037728	21599	5344	29674	26695	25984	35945	31851	13632	10371	6003	3655	7218	20126	26031	8463	7722	9971	20894	22498	20460	21123	19380	18895	10110	13913	11529	18307	16843	7883	22955
FBgn0037730	15	37	438	720	1256	2631	2301	1157	842	244	35	103	34	105	163	1796	3870	4914	12654	2277	225	106	59	396	521	302	3439	1757	605	2873
FBgn0037731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037734	7035	2702	3655	3532	4445	6849	8547	9905	5690	4566	1778	3906	3053	4215	1098	1250	2351	5422	6117	5658	10289	4480	4675	14204	18002	14683	10110	8449	11667	7299
FBgn0037735	1	37	171	95	74	40	172	113	165	157	146	421	268	160	21	52	107	358	730	934	248	54	71	453	405	385	1228	1065	380	414
FBgn0037736	10	105	700	551	343	290	1332	1892	2627	2314	1133	2845	2529	1120	113	135	329	816	1896	2484	441	105	100	857	1596	923	2835	2283	819	1100
FBgn0037737	2508	1859	4111	2575	2861	2776	3859	994	1086	615	715	1685	396	711	193	219	335	862	917	1120	542	1275	1408	327	278	292	1033	767	147	948
FBgn0037739	3976	1168	4988	4196	3988	12488	11566	3187	1628	989	286	651	626	1024	443	705	958	2466	6282	5924	1813	2279	2069	630	890	623	5542	1568	640	3145
FBgn0037741	2064	1522	3674	1065	854	731	958	605	482	287	148	376	876	1172	379	455	527	840	787	776	1796	1635	1644	511	835	574	680	521	293	893
FBgn0037742	825	756	1706	265	229	203	234	124	94	71	29	121	38	86	135	411	774	1696	2271	2221	401	235	312	2386	3856	3256	2769	2505	1255	2084
FBgn0037743	917	826	1137	673	836	1696	3228	2063	2761	2309	883	2073	1886	4154	2182	1904	1264	1473	873	998	1392	1041	1037	1625	1727	1637	1557	2967	980	1239
FBgn0037744	416	389	2024	1535	1479	2599	3382	1851	1988	2591	2320	5267	5374	10516	4631	3869	2447	3152	2590	2475	4123	2103	2165	6618	6554	5498	3553	5021	3216	3681
FBgn0037746	7484	7167	13133	9980	6896	5746	5303	3100	2456	1251	2523	4161	192	504	256	1203	1741	3376	4959	4698	1841	2793	2526	2951	5327	5162	3851	2950	1500	3274
FBgn0037747	2215	462	1105	775	874	1294	1212	606	926	2552	2795	6022	2663	1930	900	1117	1010	1521	2960	1770	3016	1546	1479	4123	2889	3042	1190	1456	5381	1128
FBgn0037749	3213	2721	3677	670	654	705	799	561	560	588	441	999	1400	1883	978	1119	866	1318	1531	1570	3164	2151	1831	2961	3743	3192	2439	2465	1952	1421
FBgn0037750	28	49	262	38	46	41	88	765	2612	5040	2571	5398	2372	2925	1004	2124	2327	3430	3287	764	1443	517	403	1146	2166	1517	556	459	1015	4366
FBgn0037751	8	23	123	19	17	9	21	38	88	240	75	195	64	51	79	261	499	881	1464	1596	107	70	49	1854	3359	2682	1811	1602	970	947
FBgn0037752	42728	78247	182010	92070	95323	146270	189058	77839	84502	92045	79755	176028	100577	164732	51214	55989	50092	95099	94696	84944	62809	50750	51563	39812	44225	27794	85653	79704	36594	102908
FBgn0037753	53	266	994	706	629	724	836	388	675	660	163	303	353	503	334	75	179	482	1394	412	275	129	110	239	236	141	2127	7159	1322	355
FBgn0037754	21	38	70	72	114	560	1858	1799	2813	2811	1371	3814	2981	1428	146	147	294	783	1818	3244	1070	267	274	2024	2481	1776	4955	4672	1445	977
FBgn0037755	4521	517	1352	912	932	1336	1928	640	834	871	445	1334	1111	1717	559	640	1048	2299	1388	1276	2215	3198	3319	1140	1181	940	1365	1325	1668	2212
FBgn0037756	10580	5566	3367	1647	2794	3470	7002	3491	3604	1746	2725	5143	1497	3917	1691	1793	2428	5353	4126	4153	6657	9091	9572	2142	2232	2057	5906	4306	1524	5755
FBgn0037757	11447	4611	6948	6443	6506	7481	9182	6485	3092	2670	1182	2394	2842	3908	919	1128	1908	3678	4354	5321	5962	5715	5139	2036	3501	2354	6546	3679	1768	4469
FBgn0037758	1481	1004	2801	3166	3271	3832	7267	5447	3286	2194	780	1834	1365	2962	1007	1085	2270	4465	4680	4375	1786	1038	928	2360	2781	1947	5115	4646	1195	5167
FBgn0037759	878	689	2883	1826	1398	994	1507	267	465	248	102	470	173	222	59	627	1331	3036	5510	6836	293	367	410	20133	37714	22399	10274	13557	12424	3482
FBgn0037760	14364	2539	11184	12220	12184	14036	18176	11269	8752	7760	2471	5248	4585	4013	1484	1966	4565	10082	12935	11172	11018	11208	9995	4164	6150	4336	8457	5916	3394	13035
FBgn0037761	0	0	7	4	4	36	169	381	341	211	47	104	302	396	561	589	45	11	32	9	5177	191	120	1671	67	31	147	3742	7869	34
FBgn0037762	0	1	1	1	1	10	58	81	172	96	12	28	38	127	48	44	7	0	1	5	2863	2905	2528	98	27	38	13	42	293	3
FBgn0037763	0	1	1	0	6	7	28	166	166	80	28	52	490	863	249	171	132	280	527	437	16647	5603	4890	25630	47236	35732	465	428	1838	278
FBgn0037764	0	0	0	2	5	53	166	73	102	74	37	77	91	186	97	64	26	10	19	5	378	267	238	1135	1100	1342	9	10	35	3
FBgn0037765	3	0	3	6	9	11	20	78	168	135	77	182	147	376	246	379	234	123	299	37	1800	1242	867	3340	5316	4163	22	67	1803	19
FBgn0037766	1	2	7	4	8	13	70	345	606	915	556	1049	1011	434	52	17	33	65	281	413	171	35	38	354	483	352	1132	1126	403	82
FBgn0037769	0	31	83	46	34	27	27	32	28	50	4	24	18	10	6	4	16	21	46	29	20	6	6	25	19	12	26	103	32	22
FBgn0037770	14910	5059	17146	7203	5675	3672	5724	3116	1650	984	767	1422	3139	2955	1194	1440	2473	4603	6349	5526	9004	9123	9000	755	1046	720	2822	1027	945	5249
FBgn0037772	6	44	189	184	44	29	27	58	171	187	79	139	143	722	39	4	4	19	69	21	16	6	3	107	124	194	561	156	184	27
FBgn0037773	1166	907	1520	771	522	578	616	237	183	99	31	114	121	191	49	76	120	201	302	332	272	496	471	148	216	191	239	172	88	272
FBgn0037777	621	290	539	247	328	665	790	334	541	610	458	834	894	1669	496	289	278	626	854	871	522	576	523	1509	1458	1673	1636	2288	829	642
FBgn0037778	1049	1428	2385	673	680	592	1011	447	561	370	255	554	497	888	324	246	247	527	888	932	581	704	691	351	317	292	952	752	228	576
FBgn0037779	1056	70	129	293	493	1207	1966	1772	1720	1364	632	1249	934	2463	1203	1665	1214	1380	3476	2109	1535	1288	1134	956	1013	785	3752	1872	1297	1311
FBgn0037780	4252	4100	4408	3436	4212	7043	6288	4504	3623	3003	1673	3717	1570	1804	757	1247	1745	3871	5360	4909	3489	2322	2121	4137	6074	4412	4751	4378	2922	4802
FBgn0037781	1227	361	896	432	384	188	162	128	509	1187	566	2231	531	1027	444	665	362	480	299	225	587	656	575	556	780	642	178	190	254	470
FBgn0037782	0	2	3	2	4	8	4	43	289	1104	937	3020	1918	5285	1209	2114	1162	964	15	5	1318	1113	791	1566	2706	2828	6	12	560	186
FBgn0037783	0	0	2	1	1	3	4	32	70	123	53	160	336	725	554	2670	1998	1522	28	21	9	48	1	36	62	42	19	15	12	47
FBgn0037786	0	0	0	0	1	1	0	0	1	4	9	14	22	36	57	149	158	97	4	4	87	47	43	149	110	133	10	36	25	12
FBgn0037788	1332	298	2304	3408	2091	1166	1335	971	1040	1642	1499	3795	3194	3695	1689	2281	2189	7555	18595	11854	5890	2648	2311	8316	4979	4983	9089	4870	8363	19034
FBgn0037789	5	9	6	4	11	18	95	127	225	238	166	381	294	157	32	15	22	56	81	146	57	14	17	163	159	180	264	603	184	56
FBgn0037792	4152	5597	8873	4685	3943	3123	3949	2055	1658	1085	2068	3510	1029	973	290	307	485	931	953	808	1727	2292	2148	320	467	340	536	439	282	1025
FBgn0037794	1239	1751	2930	1629	1600	1598	2605	896	953	778	762	1513	355	539	146	279	379	982	1285	1286	450	797	863	306	287	305	1524	929	332	1129
FBgn0037796	16	15	113	205	511	3396	6960	3684	7862	11869	3242	7784	3331	3850	2122	1397	2295	4471	6074	5567	2635	387	409	3486	3371	2277	7630	15208	5201	3508
FBgn0037797	145	2496	3622	206	84	52	100	150	174	174	58	166	48	12	1	3	9	7	53	45	13	2	10	8	18	7	311	30	17	17
FBgn0037798	1	13	13	5	16	130	418	259	311	238	92	189	88	65	9	51	72	167	342	405	25	6	10	318	511	398	900	526	181	189
FBgn0037800	8	20	58	46	69	135	1023	1414	2346	3363	1719	4342	3431	1986	348	151	583	1020	1977	2976	2168	489	502	6587	7598	7321	4331	10459	5880	1153
FBgn0037801	53	377	5164	3318	1750	4001	7400	5841	4470	4868	3622	11220	19783	11788	8636	3657	4004	10198	4390	3510	1475	570	524	1830	457	423	1897	1081	1649	19653
FBgn0037802	47	171	889	712	588	466	913	344	285	186	108	263	274	282	79	70	281	614	609	821	102	58	64	140	264	198	660	313	54	520
FBgn0037804	2017	593	773	1791	3005	3791	8703	12128	12565	10170	2505	5159	4970	7000	2684	1974	3647	5501	4416	5269	5925	2086	1953	9325	10823	8638	8302	19266	11257	6232
FBgn0037806	19	43	135	755	1208	1710	5755	4748	3742	2357	573	1564	1588	1965	944	470	906	1165	1161	1995	2116	320	303	2951	2606	1970	5049	9010	4663	995
FBgn0037807	11511	729	338	143	227	420	836	1195	1292	1709	889	1970	2762	3482	1346	796	361	399	447	228	11261	8510	8484	4004	3098	3121	603	1397	3063	406
FBgn0037808	19000	6474	29138	21643	16996	10428	28504	16960	14278	13738	7175	16375	15395	16547	6985	5328	12028	19699	19786	23305	19988	16717	16534	23237	30940	23818	22555	19809	14240	21344
FBgn0037809	794	655	1650	825	846	707	991	278	328	264	238	571	144	368	118	171	195	408	577	503	223	474	463	284	277	333	599	442	136	472
FBgn0037810	11523	1985	15574	9123	6984	2920	6431	1360	940	518	339	926	2158	2754	911	1320	2585	5051	7617	7912	5761	10006	10534	4189	4821	5338	6160	4955	1806	5670
FBgn0037811	3	3	20	11	4	1	2	1	0	1	0	2	2	3	2	3	15	31	53	56	1	1	6	34	31	60	71	49	10	40
FBgn0037812	1	1	11	8	3	1	3	0	0	0	0	1	2	1	4	29	51	137	178	204	3	1	0	223	280	288	252	237	89	109
FBgn0037814	6168	2439	4043	2950	2707	2856	3633	1732	1499	924	455	1030	834	1065	462	739	1027	1906	2803	2603	2349	3006	2977	1490	2539	1921	2390	2139	1063	2156
FBgn0037815	481	692	2611	1749	1262	1136	1386	544	350	257	370	617	1947	1610	418	272	316	601	597	467	954	866	776	171	274	202	376	259	197	520
FBgn0037816	175	533	2225	1378	1398	1836	2035	1310	1011	874	665	1375	1495	1557	445	208	265	471	551	561	1040	462	455	720	935	674	856	925	521	468
FBgn0037817	2	0	7	1	12	18	49	66	406	413	178	548	855	1440	957	1870	1300	1528	214	107	451	235	223	928	911	873	189	800	255	798
FBgn0037818	8	99	1133	825	705	799	1695	576	778	1065	453	1095	1121	846	378	511	264	346	368	252	896	325	314	1530	1743	1229	537	2750	738	213
FBgn0037819	1108	1725	9910	4181	4937	5999	6565	6866	5817	2343	1214	2329	2327	3861	1811	2142	1531	5482	5010	2240	5281	3345	3096	4004	4094	2761	1652	3510	2649	11212
FBgn0037820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037822	6545	7589	12479	5059	5101	7500	8390	5860	5281	3543	2151	4937	5343	6988	2037	1492	1499	3133	3167	3327	6851	4900	4832	3666	3901	3248	4553	6845	3005	3193
FBgn0037824	5	59	214	100	81	69	112	45	55	26	13	27	54	52	14	36	83	192	258	293	34	18	33	582	750	740	513	539	284	163
FBgn0037826	2	2	3	0	0	1	1	2	0	2	2	1	4	0	1	160	378	778	1632	2220	1	1	1	4824	9042	5880	3378	4579	3526	793
FBgn0037827	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	54	130	354	703	881	4	0	0	2780	5531	3263	1460	2055	1901	290
FBgn0037828	0	1	0	0	4	0	1	0	0	0	0	0	0	0	4	172	460	1031	1894	2519	0	0	0	5225	8198	5857	4008	5437	3166	1004
FBgn0037829	0	1	16	1	4	2	8	7	8	8	3	15	3	9	7	102	268	515	832	1135	6	5	1	1356	2674	1996	1442	1497	946	480
FBgn0037831	808	897	3993	3089	3126	2036	4263	1199	1121	930	822	2038	1141	876	256	279	546	1295	1498	2010	830	647	683	822	930	869	1885	1492	481	1295
FBgn0037832	3	0	11	7	4	11	52	161	795	1222	407	973	358	201	47	21	21	54	18	5	30	8	12	75	44	68	375	312	361	31
FBgn0037834	22940	16276	20010	11821	10810	9472	11018	7626	4521	1888	1897	3949	12838	10161	2817	2942	3746	7679	7659	6550	15944	13214	12525	1775	3449	1898	3543	2140	2629	8038
FBgn0037835	12	81	253	864	1728	3231	3285	1259	1287	1459	1465	3538	1351	1112	454	489	727	13046	13116	2670	2042	593	625	3147	3574	2358	2384	2548	6083	45552
FBgn0037836	1	11	23	50	60	179	629	275	385	316	155	395	262	218	40	17	10	43	95	172	194	138	154	241	214	201	409	351	100	60
FBgn0037837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037838	1862	1237	1806	999	1185	2904	7308	6698	2395	536	195	464	400	4258	263	87	181	481	835	880	739	740	602	638	798	552	4175	2623	372	880
FBgn0037841	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	2	0
FBgn0037842	1624	259	1757	1436	949	1526	2194	1400	1332	1228	727	1673	2576	4029	1392	1051	760	1336	1288	1310	1894	1744	1556	1145	1407	1073	1278	1378	689	1453
FBgn0037843	11774	3592	7062	5142	5652	7469	10643	4105	3168	2128	831	2008	3396	5482	1661	1823	2826	6237	6640	10972	5259	6658	6452	4512	7060	5737	10232	8900	3191	6660
FBgn0037844	16086	11235	10244	5783	5577	4990	4262	3245	2633	1396	1846	3756	152	259	76	170	219	320	464	239	3173	5198	4527	59	158	89	367	350	196	377
FBgn0037845	81	216	215	77	80	81	127	108	90	100	48	147	70	173	99	60	18	45	44	21	919	226	209	1477	2177	1422	82	110	414	47
FBgn0037846	580	308	694	618	890	1398	1910	1127	1342	1869	864	2512	2188	3404	1260	776	426	1365	557	477	1992	950	975	1643	1385	1058	1208	1523	1391	3964
FBgn0037847	2652	1586	2205	1765	1730	1998	3106	4371	3468	5438	3099	6108	2960	3837	1589	1197	890	1641	1443	1263	4699	1636	1456	3711	3225	2501	2882	3451	6913	1826
FBgn0037848	4455	3572	6069	5247	6836	11495	8490	4126	2895	2549	919	2118	1700	1555	504	695	1180	2813	3815	3737	2486	2480	2267	984	1384	960	3642	2951	1231	4232
FBgn0037849	28	57	41	120	216	1293	1567	1425	1211	1091	437	953	774	432	136	154	217	420	983	1053	225	50	50	289	488	329	1231	1860	339	706
FBgn0037850	2	4	12	18	37	100	49	20	48	75	70	95	48	82	82	126	47	59	83	51	44	31	11	118	559	99	51	39	59	79
FBgn0037852	3734	588	2585	2412	3044	6779	11170	19277	6490	2197	603	1508	1149	6312	746	834	1144	3176	2861	1551	2042	1901	1664	1509	2633	1721	6241	3060	1145	5379
FBgn0037853	15	28	102	316	505	1820	2296	1172	911	1905	2355	4412	2189	972	653	391	337	766	1044	727	437	165	99	628	819	529	589	375	767	1344
FBgn0037855	5057	3978	6198	4029	3620	3090	4027	2545	1737	1442	1174	2207	2213	2239	747	825	1127	2049	2534	3291	2642	2682	2688	1357	2111	1427	2423	1472	1007	2258
FBgn0037856	2408	920	2388	1555	1629	3021	3455	2338	1114	627	334	753	998	1394	397	458	908	2351	4024	2878	2016	1539	1458	867	1017	682	2850	1609	919	3520
FBgn0037857	0	1	2	0	1	1	0	0	4	0	1	0	0	0	1	80	203	548	800	1065	0	1	0	1978	2191	1844	1842	2213	882	503
FBgn0037860	0	0	0	2	5	0	0	0	0	0	0	0	0	0	2	89	231	580	952	1214	1	1	0	2278	2597	2532	1888	2408	1041	493
FBgn0037862	0	1	7	9	19	2	4	1	3	3	2	1	1	3	9	284	810	1761	3799	5465	5	6	3	8251	14479	10379	7795	9386	5163	1757
FBgn0037870	0	0	0	0	0	0	1	12	144	483	483	1228	174	303	62	50	33	45	64	9	133	53	60	185	86	102	7	7	79	247
FBgn0037872	1805	108	190	370	754	1742	2294	2754	2377	3797	2447	4453	2889	2451	1813	1329	1319	3259	9244	3168	4682	1829	1692	4856	3430	3252	3549	2213	27664	4725
FBgn0037873	2459	1605	6184	4029	4435	11496	9356	8990	9245	13201	7921	15607	16256	23011	8007	4892	2532	3634	3088	2816	19931	4296	4908	21778	13199	18062	7125	20326	19820	3304
FBgn0037874	99893	141109	369327	172972	177848	244332	172478	107670	85033	65989	46778	88148	80399	138249	44158	41220	43379	86336	65782	67028	97476	70787	66722	42154	59530	40083	75112	80476	44398	85039
FBgn0037875	8494	3069	4913	5162	6434	13462	11139	7076	3918	3025	1307	2365	5385	9792	2646	3044	2825	4313	2696	3349	7410	5554	4983	3229	6109	3474	3514	2557	2470	5266
FBgn0037876	938	858	1898	1298	1092	918	980	558	380	380	168	363	353	462	146	217	317	557	760	841	750	635	526	506	1014	656	776	554	389	632
FBgn0037877	2280	1921	3737	2583	2389	2864	3322	2339	2490	2495	923	2297	1520	1483	625	599	660	947	1082	1222	2237	1438	1352	1823	2213	1613	1382	2439	1646	1282
FBgn0037878	9147	11770	26359	10047	7692	6415	5267	3769	3081	1770	3167	5199	1361	2143	654	1369	1909	3333	4643	5203	3235	4089	3741	3063	4830	3807	4421	3508	2088	3580
FBgn0037879	41	27	47	11	27	23	30	5	9	5	2	16	27	16	8	1	2	4	5	5	35	23	38	1764	2417	1938	30	193	333	2
FBgn0037880	1903	382	765	760	799	1511	1331	1558	1246	1324	529	1001	1922	3140	1048	615	459	616	723	676	3035	1546	1538	1968	2110	1703	1866	3155	2138	659
FBgn0037881	7369	7494	8872	5968	5681	6375	6587	6098	4668	3818	2739	4625	3321	4942	1491	1271	1641	2429	2878	3227	5038	3815	3720	2697	4275	2854	3337	3104	2333	2660
FBgn0037882	1445	861	3102	1374	912	1049	809	375	240	270	140	327	513	716	218	228	326	566	664	796	689	742	691	351	582	343	724	569	355	644
FBgn0037883	190	131	428	308	330	378	412	190	247	329	320	735	748	604	235	104	109	161	209	132	335	253	284	152	208	154	188	252	242	144
FBgn0037884	5717	1288	3188	2492	2518	4721	5010	2945	2180	1884	1007	1838	2267	2282	728	940	1549	2958	3861	3732	2831	2885	2572	2288	3741	2726	3683	2964	1687	3288
FBgn0037885	1243	256	1047	600	651	909	794	256	164	113	55	157	370	549	261	462	489	942	994	1429	889	828	778	460	909	606	1148	612	341	976
FBgn0037888	1	1	2	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	940	1349	1196	22	98	186	1
FBgn0037889	0	0	3	4	2	0	1	0	0	1	3	1	0	0	0	1	2	4	5	0	2	1	0	3118	3486	3370	49	394	610	5
FBgn0037890	6047	546	679	183	292	681	1135	653	950	2553	4314	10750	8183	11421	4817	2946	1172	1422	1459	899	5728	4214	4085	5417	3166	2901	1385	1592	6083	1984
FBgn0037891	16514	8812	7824	1691	2937	10454	17157	36685	33253	33274	19724	36192	59038	63368	23751	10840	7148	8337	11036	11219	82274	12371	14477	68653	67447	50628	21459	71187	106945	9808
FBgn0037892	1349	573	1733	1171	1199	2589	2420	1796	1897	2084	1376	2641	2796	4286	1150	484	452	786	859	942	1342	1128	1033	979	1129	1014	1611	3266	1038	901
FBgn0037893	5339	985	4801	3228	3279	6005	6459	3961	3637	2775	1238	2599	4784	7103	2427	1821	1767	3746	3449	3949	3984	4787	4379	1664	2675	1896	4456	4790	1476	3745
FBgn0037894	16635	14131	25617	8589	7104	4162	5127	3534	2511	1428	2300	5097	8240	8836	3001	2434	3474	6436	7586	8010	10887	10628	10531	5072	8578	7443	6969	5931	3350	6490
FBgn0037895	3	20	158	28	18	94	123	626	1297	2073	1655	3372	2397	986	200	78	82	116	42	71	1596	98	153	1880	1139	1098	446	839	3276	48
FBgn0037896	3	14	103	71	46	61	82	49	46	30	13	33	20	21	6	19	18	24	53	84	168	73	50	298	540	301	313	491	177	47
FBgn0037897	6497	1383	7417	7253	6316	6581	11846	6624	4492	3156	674	1721	1707	2319	1225	2827	5478	9472	12312	6492	6560	5734	5425	4693	4976	3768	6585	6901	2817	11734
FBgn0037898	136	110	308	108	147	227	300	150	189	152	117	241	378	564	140	68	83	143	119	125	225	179	208	170	191	146	265	358	117	150
FBgn0037899	11105	13578	33568	19384	23625	33387	22061	11140	9281	12200	10280	18741	16983	11478	3506	3430	3794	7015	6471	5782	12141	9225	8517	5240	8527	6062	6273	5277	4281	6510
FBgn0037900	2687	1788	3728	2087	1829	2600	3372	2114	1618	1290	651	1311	1427	2295	765	931	1118	2272	2663	3031	2061	1674	1489	7335	12245	7939	3996	5299	4396	2788
FBgn0037901	3517	1292	4964	2551	2049	2411	2279	1110	738	652	266	619	898	1688	693	1356	2161	4451	4632	3848	2277	2377	2201	1660	2047	1690	3208	2703	1617	5405
FBgn0037902	383	1563	9149	3940	2181	2076	2204	1935	1801	1687	649	1463	1334	723	113	159	212	501	1123	1628	526	154	130	905	1790	1212	2787	2292	673	618
FBgn0037906	2	6	29	22	16	29	52	182	382	1831	3936	5594	3554	5177	928	1789	1867	1990	667	192	2007	895	474	1494	2615	1459	291	353	696	694
FBgn0037908	2	0	4	1	7	46	145	534	963	1598	677	1322	1072	386	43	33	37	63	157	202	161	22	23	222	336	237	751	749	309	62
FBgn0037910	0	0	0	0	0	0	0	1	1	1	2	1	0	1	10	190	230	497	749	829	0	1	0	758	1085	1149	1002	822	361	530
FBgn0037911	2108	618	2235	1318	982	2113	4943	3721	1248	1830	258	684	921	4488	778	1024	858	1411	1044	1601	1510	1320	1217	1465	1809	1181	9169	3415	828	1416
FBgn0037912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0037915	8	2	21	6	7	3	12	8	6	28	3	24	10	11	52	650	1421	2822	4950	6815	14	6	9	9283	15276	11925	9346	10275	5049	2941
FBgn0037916	5	0	6	3	7	1	1	1	2	9	0	33	1	3	10	120	149	304	488	572	4	5	4	450	679	800	592	448	176	313
FBgn0037917	2779	139	354	602	920	1856	3166	2663	4162	4750	1776	4438	2263	3024	772	1032	1448	3063	3018	2766	3590	2663	2575	3201	4904	3600	3715	3407	2248	3044
FBgn0037918	10228	7701	18535	11123	11006	9088	9413	8435	5716	2974	4053	6096	2674	2869	1002	1662	3196	5185	8455	9043	5393	4300	4105	2749	5853	3357	5476	4380	2648	6105
FBgn0037920	1632	1454	2553	1432	1420	1524	2203	911	740	452	535	1108	316	536	142	192	287	601	610	682	545	862	856	243	331	272	1238	618	194	654
FBgn0037921	240	276	1192	637	463	315	279	92	81	55	22	70	96	121	32	92	94	261	365	313	156	219	197	224	433	351	381	297	145	213
FBgn0037922	65	7	52	32	35	44	48	23	36	26	18	29	25	24	6	10	18	31	50	36	41	43	45	12	20	19	23	23	9	33
FBgn0037923	162	86	122	71	69	158	270	182	159	109	46	105	135	132	47	66	116	276	239	375	153	137	128	120	140	126	389	277	76	171
FBgn0037924	13951	6114	10456	5776	4695	3082	5530	2648	1664	1471	964	1920	3163	2931	911	1084	2112	4244	5878	7315	5288	7109	6881	7531	12524	10323	8275	7634	4360	4553
FBgn0037926	5973	3799	10188	7394	6897	5620	7994	4602	3909	3616	3311	6471	9802	6227	1936	1292	1714	3140	3123	3063	7581	4800	4777	2003	3583	1925	2992	2328	1860	3574
FBgn0037930	3489	4363	7724	2497	2994	3660	5246	2775	2565	2032	1390	2852	2605	5983	1999	1547	1368	2358	2024	2264	2412	2646	2565	759	941	762	2412	1424	746	2736
FBgn0037931	2332	1262	2955	2368	2081	2140	2670	1322	997	996	525	1181	839	802	248	355	570	1055	1543	1792	1392	1324	1253	829	1570	932	1453	1047	779	1208
FBgn0037933	1854	1342	2249	1283	1420	1517	2439	879	1092	942	391	1237	563	1112	459	1763	4743	18964	16977	10661	2897	1578	1659	4498	2827	2645	10284	5536	2086	30932
FBgn0037934	12	26	227	341	359	328	470	121	279	1510	1947	5454	2747	2575	1755	3661	2264	2066	190	175	1770	421	595	2681	1430	2492	186	411	1083	358
FBgn0037935	8	40	218	869	1288	1920	3351	1142	1737	1714	1057	3161	1821	2305	1366	1840	1051	1337	135	190	1016	487	557	2210	1913	2301	139	1056	488	702
FBgn0037936	2	2	4	7	22	89	152	60	114	409	1922	6063	1488	4844	1561	725	581	2933	276	354	1336	516	369	2565	1405	1394	412	10311	960	1479
FBgn0037937	2	2	12	128	288	578	495	232	155	115	66	145	173	161	24	18	11	25	27	42	25	7	9	41	53	40	103	93	36	27
FBgn0037938	0	0	3	4	6	6	6	11	7	7	2	8	3	6	2	53	202	398	709	970	4	0	0	2847	5113	3207	1697	2367	1906	365
FBgn0037939	0	1	16	16	37	15	11	5	11	25	8	19	12	12	23	709	1962	3943	8259	11739	16	2	2	24291	41191	28531	17727	22480	15055	4034
