gene	SRX007811	SRX008015	SRX008027	SRX008025	SRX008010	SRX008005	SRX008018	SRX008007	SRX008006	SRX008020	SRX008011	SRX008019	SRX008026	SRX008008	SRX008009	SRX008029	SRX008014	SRX008156	SRX008023	SRX008016	SRX008013	SRX008022	SRX008024	SRX008012	SRX008028	SRX008021	SRX008171	SRX008155	SRX008017	SRX008157
FBgn0037940	1	1	0	16	44	272	528	245	23	4	0	3	6	499	38	20	3	0	11	3	3	2	0	2	0	2	30	117	7	1
FBgn0037941	4	5	12	28	57	224	558	1370	2174	2920	1332	3149	2522	1127	137	109	190	446	1468	2112	388	84	66	680	1048	742	3824	3048	625	732
FBgn0037942	794	80	358	242	459	1268	1234	911	624	498	481	851	1849	1383	410	330	467	781	1371	1435	1126	651	548	3217	5540	3749	2132	2543	2185	878
FBgn0037943	5111	8383	24085	12183	10829	11684	12181	5657	4692	3207	3767	6732	4934	4941	1423	1259	1409	2758	2780	3005	5160	3700	3551	2433	3616	2734	3645	3604	1947	3349
FBgn0037944	10680	2389	1150	1909	2735	3872	6515	5313	3911	4045	1474	3049	2896	2759	1117	1325	2647	5278	8787	9215	7390	6114	5497	7903	14567	9051	9254	8428	6200	6262
FBgn0037949	3575	1093	2622	1272	1046	1340	3058	1700	1883	1933	1145	2947	2152	1926	560	1043	2047	4050	4977	5828	2982	2964	2841	4677	5953	5442	6637	5933	2557	4583
FBgn0037950	4	76	117	39	32	21	38	20	36	27	6	25	15	17	3	19	45	129	141	158	133	39	31	276	334	293	349	598	273	299
FBgn0037955	4117	361	391	755	1194	3408	4494	4647	6146	7203	3660	8785	9142	11690	4478	3265	2003	3029	3135	2762	8193	4646	4357	6826	8461	5755	4059	7214	4186	3203
FBgn0037956	30	56	161	895	2779	12634	13904	9061	5361	3239	1536	3135	2453	1569	678	1052	1800	3768	6473	8806	1967	601	625	2179	2106	1721	6537	6061	1659	5830
FBgn0037958	5099	6832	15374	5131	3913	3084	3946	2447	1855	801	1127	2444	1145	1530	417	361	539	1179	1161	1234	1723	2071	1925	507	808	655	833	519	336	1162
FBgn0037960	890	290	2654	3171	3394	3872	4191	564	297	262	209	593	425	499	243	433	745	3043	5404	2235	696	770	686	387	566	365	1422	403	1554	7449
FBgn0037962	0	40	67	18	15	33	57	43	38	41	12	15	9	4	3	113	298	655	1079	1442	4	1	2	1960	2942	2719	2093	2213	1059	581
FBgn0037963	9658	15504	41421	13445	12026	9882	25586	14445	12407	10057	6376	13793	5117	6675	2202	1638	3114	6952	11736	15877	6560	6672	6752	2566	2458	1816	11820	11209	3624	10423
FBgn0037964	0	3	29	6	2	2	20	9	6	8	0	5	8	5	3	41	99	205	309	401	2	2	4	377	630	558	481	458	160	202
FBgn0037970	6	7	35	11	12	21	14	15	12	21	2	10	22	22	14	86	241	519	788	991	16	12	13	3034	4176	3572	1672	2235	1511	495
FBgn0037972	82	143	628	1435	2034	4131	4852	479	106	124	51	150	278	1942	184	343	515	1681	9031	4660	82	39	42	89	61	39	6633	781	381	3764
FBgn0037973	588	706	1120	262	347	623	651	495	636	1718	3671	9157	10764	15232	5379	1822	1189	1770	4235	3618	3925	1236	1088	4972	4147	2570	2831	1723	2911	4437
FBgn0037974	0	2	2	5	7	31	48	42	87	109	127	330	136	187	104	155	194	617	748	524	268	127	78	332	708	279	456	211	355	2412
FBgn0037975	388	272	239	22	27	33	30	34	34	46	46	133	199	312	407	3487	5646	9221	2410	2958	1216	908	588	1407	1734	1105	2395	1415	929	14147
FBgn0037976	0	6	26	14	3	5	8	32	152	520	623	1452	1197	1148	177	203	200	397	335	176	710	301	260	952	1212	1191	287	567	515	317
FBgn0037978	2330	3206	8547	5218	4277	5763	4597	2592	1981	1783	1325	2296	1197	1722	604	1829	2316	3835	5226	2697	1507	1182	1144	1414	1970	1650	2819	2549	1120	3195
FBgn0037979	5407	3392	4435	3283	3756	3408	6235	2901	3021	2616	2295	4867	1438	2653	923	1164	1674	2870	2562	2276	2711	3381	3208	2224	2625	2432	2725	2573	1556	3317
FBgn0037980	5930	2786	7833	4059	3637	5477	3616	2208	1267	864	464	952	638	716	257	455	900	1700	2735	3277	1758	1985	1603	1903	3653	2650	2895	2180	1476	2049
FBgn0037981	2217	3079	6550	2902	2364	2940	2726	2147	1500	1397	986	1728	609	666	250	385	555	1186	1283	1245	1137	885	793	619	985	673	1081	808	549	1534
FBgn0037985	0	0	0	0	2	1	0	0	0	2	0	2	0	0	11	468	1300	2513	5354	7602	8	1	0	17527	27040	20488	11516	15474	9968	2786
FBgn0037986	0	0	1	1	0	0	0	1	1	0	0	3	1	0	0	58	197	383	707	974	3	0	0	1764	2646	2039	1613	1972	968	392
FBgn0037987	0	0	0	0	1	0	0	0	0	0	1	0	1	0	4	219	544	1069	1963	2737	4	1	0	6418	13060	7290	3990	5361	4747	1027
FBgn0037988	0	0	0	0	6	0	0	0	0	0	0	2	1	0	15	307	664	1555	2762	3608	5	1	0	9353	14647	10297	5367	7325	5286	1434
FBgn0037989	8	5	84	215	300	750	1123	1313	2355	3438	1292	3358	2620	3224	1038	603	1072	1333	2347	1648	1834	611	471	3641	5352	3849	1363	2501	3083	1421
FBgn0037992	245	1800	1443	674	1027	7653	40911	56867	6986	1293	151	492	543	32115	1494	23	37	186	24065	4562	140	3	2	140	68	68	154828	9547	1537	338
FBgn0037993	2	1	6	5	12	9	31	365	954	1422	638	1523	1310	479	46	34	40	90	417	714	250	37	47	447	644	457	1534	1532	477	131
FBgn0037994	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	295	739	1499	3258	4389	6	1	0	7115	12649	9051	5687	6952	4630	1670
FBgn0037995	0	0	0	0	3	1	1	0	1	0	0	0	0	0	1	115	368	766	1500	1941	3	0	0	6019	8920	6706	3443	4767	2779	767
FBgn0037996	11	16	13	23	28	43	34	41	110	5127	26665	52525	31647	34773	11743	4497	733	170	67	4	1773	460	593	757	1441	1199	44	16	29	16
FBgn0037998	4053	1250	5199	4521	4563	6477	7904	3875	3265	2750	1300	3006	2219	3789	1225	1642	2068	4196	3541	3518	3092	2709	2664	3350	4170	3352	3551	3381	2043	5530
FBgn0037999	1064	290	307	113	206	289	453	983	531	323	175	323	992	2482	1358	761	1092	3139	8921	10318	1636	1062	874	543	743	460	4575	889	655	3527
FBgn0038000	0	1	1	0	5	6	9	7	6	2	3	2	4	3	15	250	609	1140	2115	2941	17	5	4	4380	7199	5601	3926	4504	2661	1195
FBgn0038001	0	0	0	0	0	0	0	2	1	2	0	0	2	34	52	2	2	0	26	7	46	0	0	23	7	5	9	604	1237	2
FBgn0038002	2	0	8	9	15	133	497	1269	1171	429	9	35	2	161	139	20	40	89	364	3144	29	39	6	253	770	326	799	862	1463	104
FBgn0038003	0	0	2	5	11	6	3	2	11	21	6	15	0	0	0	3	27	41	1539	48	0	0	0	2	5	3	175	11	301	30
FBgn0038005	0	0	0	0	0	0	2	1	0	0	4	8	10	1	3	80	30	5	1	0	1	0	0	16	2	3	3	4	4	2
FBgn0038006	0	0	0	1	0	1	1	1	1	2	1	1	0	2	2	83	16	5	6	1	2	1	0	1	2	2	9	35	0	0
FBgn0038007	0	1	2	6	3	5	16	9	45	129	399	1071	485	39	14	143	17	10	4	5	23	34	21	81	19	31	23	80	8	4
FBgn0038008	0	1	5	20	9	13	7	9	2	6	2	2	1	1	0	138	350	827	1642	2146	2	1	0	4462	7197	4958	3502	4692	2605	793
FBgn0038009	10	3	19	35	33	47	82	40	23	386	4153	10997	3591	2987	2578	5933	5973	3542	179	180	63	64	33	353	268	312	230	66	98	1563
FBgn0038011	0	0	3	0	1	14	73	18	64	40	11	14	2	7	1	2	3	3	14	17	184	477	554	4	9	4	43	26	5	28
FBgn0038012	1044	1160	1402	238	269	205	406	315	282	113	248	471	32	33	45	121	170	338	430	490	314	392	414	519	938	812	649	493	253	378
FBgn0038013	2112	2575	3858	636	945	1424	2077	1037	948	458	413	943	742	1518	526	758	817	1623	1546	1585	964	1337	1356	683	886	712	1220	820	321	1605
FBgn0038014	3	108	305	91	93	70	44	17	18	23	23	45	21	15	5	4	9	13	24	31	2	3	4	683	829	814	27	5	140	8
FBgn0038016	9629	3683	16971	11268	8767	8950	10197	5929	5272	5188	3241	6517	5737	4959	1578	1814	2880	4811	6338	6843	6561	6028	5578	4584	7612	5684	5750	5138	3219	5562
FBgn0038017	135	80	222	428	965	2693	12267	55735	59424	42396	1592	5093	1257	47888	10508	650	372	650	12639	2569	1030	43	44	928	282	234	8006	18176	16435	808
FBgn0038018	0	0	2	1	1	1	2	3	3	2	0	1	0	4	1	50	153	378	740	1001	2	0	0	1627	2649	1971	1606	2008	1039	384
FBgn0038020	250	280	494	153	153	293	285	154	227	284	254	1002	1044	1355	681	271	224	438	694	801	404	299	232	1514	2111	1496	1179	1100	845	516
FBgn0038028	4627	63726	273639	48562	11654	2594	1216	1247	367	1590	389	1778	5	10	1	0	6	10	13	14	560	22	89	30	44	49	252	71	61	50
FBgn0038029	3	53	155	37	28	92	98	113	141	179	86	196	131	46	5	5	11	7	21	35	73	22	15	218	300	180	94	201	156	12
FBgn0038032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038035	1380	871	1551	896	847	982	1461	619	589	386	273	745	736	1293	472	665	776	1422	1260	1102	1150	1244	1176	879	1116	821	1210	1128	524	1437
FBgn0038037	8	25	80	196	579	2612	2314	616	449	905	1191	2671	2134	3840	1155	4125	4152	5650	416	337	3718	1255	1324	4658	4780	4290	371	719	2825	1721
FBgn0038038	2718	1599	6190	4236	2290	2552	2351	1975	1457	1593	1381	2862	5437	19137	6668	7876	4745	5325	2939	3491	8668	5355	3979	7897	11425	8026	2782	2454	4054	4574
FBgn0038039	3604	1158	6058	4675	4002	6179	5025	4077	2355	2010	824	1719	2318	3117	988	1170	1491	2927	3681	3573	4032	2662	2483	1878	3300	1970	3915	2637	1646	3761
FBgn0038042	16	83	204	119	136	1104	1689	2478	2112	2202	967	1874	2086	1167	155	181	252	521	1398	1521	559	116	94	762	1675	800	2086	2158	828	636
FBgn0038043	7256	471	2629	3209	3002	3513	3161	1867	1393	1595	703	1146	1623	2589	1013	1560	2222	4390	4522	4797	5082	5626	4953	1983	3188	2513	3455	2648	1641	4969
FBgn0038045	4	5	19	40	33	156	342	187	203	111	67	132	180	172	31	35	39	77	110	90	17	6	8	41	42	47	126	140	18	83
FBgn0038046	6838	3106	11257	8470	6307	8258	6272	4625	2341	1496	492	1006	2241	3092	1202	1554	2105	3629	5127	5951	4528	3484	3263	2477	4299	2928	4309	3104	2048	4316
FBgn0038047	646	289	681	434	398	227	419	180	136	61	70	217	31	37	18	41	65	160	152	138	117	228	253	35	55	33	66	45	16	115
FBgn0038049	5228	562	764	850	1214	2935	2799	2759	2095	1353	558	1140	3613	5668	1532	1327	1656	2861	3857	3476	5152	3987	3623	3904	6832	4349	4422	4621	2814	2989
FBgn0038051	0	9	24	6	2	4	3	4	8	5	9	23	8	12	17	99	157	297	421	531	3	2	6	503	1044	927	633	514	328	282
FBgn0038052	1	11	43	4	27	17	19	5	2	4	8	19	7	11	32	846	2186	4716	8401	11071	14	7	7	16856	23009	20314	18486	20615	8457	4720
FBgn0038053	5108	1575	8154	5627	6700	7361	10131	6053	5503	3965	1129	2754	1660	1535	1066	3245	9075	15510	20495	7331	4998	3114	3087	3791	3801	2782	6984	8042	13257	9980
FBgn0038054	1	5	31	21	16	12	20	8	6	3	3	1	2	4	1	55	168	372	535	727	7	3	2	624	1027	859	837	818	389	302
FBgn0038055	3062	713	2106	1919	2094	3211	2969	2044	1661	1625	915	1725	2497	2096	474	468	641	1112	1620	1447	2855	2199	2061	1031	1582	1063	1716	2216	1250	1024
FBgn0038056	2207	571	2591	2229	2462	3812	4084	2604	1995	2481	2113	4044	4313	3203	1097	782	815	1355	1094	1297	3010	1983	1750	1674	2026	1579	1302	2444	1549	1283
FBgn0038057	676	1290	3205	1442	1304	917	1688	510	481	354	409	925	796	1277	378	245	310	601	520	581	841	818	905	276	298	257	600	430	180	633
FBgn0038058	2858	2522	1461	636	976	1316	2698	1641	1573	1016	1147	2534	731	1360	431	597	680	1446	1205	1216	1353	1673	1655	779	1101	696	1153	1158	480	1534
FBgn0038063	3	0	4	5	8	29	153	498	497	1750	1268	2395	1737	2244	1969	633	522	647	190	117	726	189	192	796	1263	799	166	231	4938	337
FBgn0038065	7439	10861	25396	14813	13892	18008	19510	9592	7358	5102	3714	7356	3683	6744	2168	3689	5156	11645	18808	14596	5867	5315	5075	5913	7559	6094	15025	10556	4563	15716
FBgn0038067	4	26	55	19	10	15	12	5	5	3	1	8	2	1	3	4	0	5	22	10	3	2	2	3767	4505	4237	12	4	564	17
FBgn0038068	0	21	22	4	9	5	3	1	2	3	0	7	3	0	0	0	0	0	7	3	1	0	0	298	81	132	0	5	105	0
FBgn0038069	0	25	100	20	8	3	3	1	0	2	0	0	0	0	0	0	0	0	3	1	2	1	0	1169	1598	1561	1	1	167	1
FBgn0038070	9	71	318	613	758	582	732	2494	3117	1357	70	142	79	1074	179	51	176	578	1151	561	214	19	17	226	85	65	1909	1202	277	941
FBgn0038071	1212	18707	79542	39236	31391	42357	58428	15392	4244	1966	342	1400	362	463	93	880	3016	13761	12552	18253	489	199	143	424	375	278	14500	3844	914	26228
FBgn0038072	11	14	42	45	71	518	1833	2737	3177	4628	2572	5878	2544	2512	850	374	194	144	260	95	2290	350	424	3714	2920	3334	1000	2869	7751	119
FBgn0038073	35	64	113	387	417	5491	20573	15891	2203	459	69	133	164	4594	313	23	47	117	239	823	37	5	3	767	1304	830	13476	1659	863	186
FBgn0038074	5	1	10	7	18	184	431	124	146	442	2831	6296	16860	22086	19406	5249	1657	341	435	390	618	1040	355	2974	4373	3203	430	352	223	167
FBgn0038076	0	3	5	4	6	5	2	4	23	13	199	325	58	205	240	79	31	65	8	1	265	75	80	310	233	184	21	993	113	35
FBgn0038078	0	1	6	4	3	6	7	7	1	3	0	0	2	2	1	77	141	419	634	851	1	1	0	1540	2677	1915	1396	1621	1067	340
FBgn0038079	0	3	17	8	17	134	193	180	214	217	57	119	90	115	88	145	354	752	1357	343	384	34	45	292	175	114	138	393	1059	834
FBgn0038080	646	158	96	103	151	628	634	410	460	480	313	481	705	1574	474	678	707	1191	1129	1480	811	580	554	901	1173	898	1209	1176	674	1392
FBgn0038082	0	2	33	30	41	36	11	7	15	52	62	137	156	1764	682	775	53	15	5	2	352	67	51	222	111	190	3	1	98	2
FBgn0038083	0	0	1	3	5	3	1	1	7	7	25	33	55	521	318	1211	1658	10169	45	15	97	49	25	95	27	43	2	1	3	9597
FBgn0038084	4	3	3	5	8	20	95	457	1019	1272	614	1405	1086	368	29	38	52	105	263	349	116	18	24	180	230	140	660	737	189	83
FBgn0038087	1	0	4	4	5	76	205	302	589	655	365	899	561	226	21	15	40	111	213	269	62	12	7	135	95	127	585	795	170	110
FBgn0038088	2	2	7	2	12	34	171	240	385	380	217	692	388	1436	344	1048	1644	2653	2589	2766	509	343	234	4291	6495	4279	6209	5346	3639	1731
FBgn0038089	0	0	1	0	1	6	0	6	3	0	2	2	2	0	1	20	63	141	217	302	2	0	0	597	1044	691	460	673	367	125
FBgn0038090	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	70	183	393	481	694	0	0	0	506	713	767	836	632	245	408
FBgn0038092	0	3	2	5	9	23	106	258	574	783	397	1124	665	278	37	42	76	216	415	492	109	23	21	225	296	277	691	759	257	158
FBgn0038095	54	75	192	209	196	737	3094	11846	21457	9440	701	997	32	551	290	2187	2688	3251	1662	1246	240	178	123	266	164	183	1901	1704	976	822
FBgn0038097	0	6	7	5	3	10	16	26	70	109	14	38	0	4	6	82	153	349	553	582	2	1	3	872	1228	961	975	1083	465	311
FBgn0038098	64	90	154	172	462	492	482	989	1799	1982	1773	3229	6027	7925	1236	997	893	1572	147	172	2712	939	1791	837	1792	1025	299	519	397	437
FBgn0038099	5850	215	259	97	122	96	139	122	60	54	16	46	26	21	11	72	228	379	501	736	5252	4689	4527	915	2060	1369	729	675	634	421
FBgn0038100	4088	2761	3307	1396	1418	1318	2827	903	1688	2426	1240	3620	721	1187	761	1149	2564	9866	10258	4623	1933	2927	3205	5165	6529	5571	5446	5630	4176	8282
FBgn0038102	10	26	207	134	99	52	125	43	35	15	11	35	24	33	10	71	190	397	733	1008	25	18	23	926	1455	1252	1195	1261	468	446
FBgn0038105	25	37	26	41	75	67	157	271	406	1631	1058	2187	2595	3076	889	395	57	19	118	20	897	400	405	1570	1235	1230	504	111	3279	19
FBgn0038106	2280	876	2479	1925	1739	2043	2264	1887	1476	1405	758	1475	2451	2496	787	754	771	1214	1254	1259	2420	1580	1389	1470	2554	1706	1616	1621	1163	1145
FBgn0038107	2942	1203	2245	1344	1339	2494	1961	1857	1455	1586	655	1077	1841	3845	1508	861	723	1123	1275	1392	2258	1691	1563	1475	2191	1464	2079	3421	1229	1088
FBgn0038108	21523	9202	27220	16252	11256	11244	13686	12467	6602	5744	2579	4671	6509	6941	2516	3169	5899	9517	12447	15263	16055	12187	12219	6487	10057	6968	17125	9056	5709	11394
FBgn0038109	9	86	455	284	209	217	254	133	99	50	24	66	66	58	25	237	574	1375	2090	2621	65	42	32	3484	5366	4263	3321	3597	1933	1313
FBgn0038110	3013	2020	5808	5312	4811	6011	7839	3443	2456	2024	755	1686	1596	2102	862	1894	3575	11455	7950	4717	2913	2133	1926	1772	1828	1386	4184	2683	1560	14232
FBgn0038111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038113	4	69	48	13	10	17	19	34	40	86	61	134	203	257	121	334	356	568	264	95	373	64	61	578	437	401	84	89	68	521
FBgn0038114	88	66	63	86	174	961	1337	1029	708	665	212	423	537	696	492	542	564	970	1066	326	98	98	92	62	155	90	57	49	57	1079
FBgn0038115	1188	66	174	550	1187	2294	1845	739	957	867	729	1709	6877	11440	11234	8844	2823	1804	2589	2061	2516	1649	1661	2616	2042	1881	2162	1250	1050	3322
FBgn0038118	5013	3293	4832	1385	1063	696	931	755	640	419	223	525	711	1253	353	389	530	734	1028	925	2404	2948	2882	461	738	479	565	567	416	723
FBgn0038122	0	0	1	1	0	0	3	0	1	0	0	2	0	0	0	65	239	453	869	991	0	0	0	1710	2216	1948	1784	2035	887	422
FBgn0038123	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	70	208	536	836	1059	0	0	0	2152	2663	2264	1985	2395	1053	456
FBgn0038124	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	39	90	200	399	512	0	0	0	729	1090	825	665	804	391	188
FBgn0038125	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	111	241	507	747	928	0	0	0	1055	2023	1544	1154	1201	720	440
FBgn0038126	7	31	117	288	527	2855	3660	2817	637	1185	805	1947	4686	7172	2819	499	768	5874	39155	1617	1736	56	53	1442	218	264	3570	2414	88000	8990
FBgn0038127	0	0	0	0	1	1	3	0	2	0	2	1	1	2	2	118	331	710	1212	1565	2	0	0	3771	5237	3950	2861	3931	2018	760
FBgn0038128	1174	437	1360	955	780	1091	1120	480	434	468	272	595	504	548	176	255	340	795	1338	937	708	807	773	428	659	548	958	646	321	907
FBgn0038129	2923	2564	3505	2497	2713	3096	3628	2280	1203	741	551	1290	818	1185	632	2227	3233	5426	10482	5183	2432	1781	1540	1595	2268	1397	4475	1991	1311	6074
FBgn0038130	25	12	6	17	53	165	273	442	1478	28711	19780	43490	15529	10478	16984	1327	347	286	4131	766	5696	98	150	11731	5496	7861	1829	22918	16913	236
FBgn0038131	0	0	0	1	0	1	5	13	3	3	0	0	0	1	2	0	0	1	90	15	7	1	0	6	1	2	38312	465	33	0
FBgn0038132	33	13	47	104	231	1007	3488	20638	10941	888	63	137	214	12456	951	17	22	117	125	43	33	2	6	30	34	25	249	31060	126	147
FBgn0038133	0	1	5	1	0	2	0	16	20	11	0	1	1	4	1	2	1	1	187	85	4	0	1	2	10	7	61209	738	26	0
FBgn0038134	153	1234	13834	1133	196	59	55	48	32	56	94	235	165	196	110	26	12	10	10	2	45	14	11	23	37	30	74	4	9	30
FBgn0038135	17	54	211	71	53	32	86	1090	5127	12839	14789	31967	13759	33363	5633	11407	2469	952	68	8	9262	4163	3827	6950	8514	6902	70	50	3128	113
FBgn0038136	25	13	36	20	49	48	80	1472	7484	18352	18554	43984	27730	38259	15590	7819	966	195	78	9	7420	2908	2938	7986	7876	7616	111	1996	1766	136
FBgn0038139	3	3	3	32	35	361	812	387	354	1799	858	1691	1423	716	354	473	1333	3099	282	99	76	11	13	139	218	167	172	309	138	667
FBgn0038140	1	1	0	4	2	2	16	118	219	356	217	433	465	243	44	45	111	269	118	132	36	16	10	62	195	105	107	121	69	166
FBgn0038142	0	0	13	3	0	0	1	1	0	3	0	7	2	3	4	0	0	1	2	1	136	73	80	461	664	490	3	4	39	9
FBgn0038143	4	16	17	13	22	81	384	554	801	984	624	1582	1444	847	171	138	191	333	774	1094	2646	841	790	5571	8117	5947	3894	7720	2984	302
FBgn0038144	10	12	43	17	22	37	101	54	102	55	29	53	38	81	40	23	23	34	20	42	26	15	15	50	82	61	51	100	39	22
FBgn0038145	57944	16399	40073	29082	24726	29504	34643	18717	14928	14858	14731	27899	43062	36083	11175	8450	12505	25118	30419	30374	41854	34531	32959	36632	50895	39172	33548	32667	33985	28191
FBgn0038146	4838	3674	14285	8889	7894	9111	7383	3683	2700	2771	3696	6464	12474	7469	1971	903	1070	1868	2063	1935	6421	4620	4368	1288	2038	1439	1815	1405	1323	1825
FBgn0038147	1	2	45	12	44	58	38	75	279	451	736	1800	1376	3194	864	1126	903	1247	3294	3271	1847	370	640	2895	1074	1536	2998	1793	650	1422
FBgn0038148	0	0	0	1	0	6	4	1	8	317	1199	2100	1204	53	1443	9	5	2	3	2	15	2	1	15	21	11	3	66	17	1
FBgn0038149	22517	12963	13192	4694	9330	46637	52035	20804	9755	7475	2109	5121	6309	11782	6097	7670	8666	14344	13713	29030	13930	11226	11017	6305	8548	5395	25695	34549	5856	11580
FBgn0038150	172	2410	13782	8434	10530	17435	8470	589	124	213	44	129	11	19	11	95	103	193	12	16	25	2	7	2	3	11	32	4	8	137
FBgn0038151	26	237	1891	3946	5961	6585	4348	293	240	849	403	938	206	216	1302	962	382	428	2854	580	13	0	4	11	32	15	211	69	42	339
FBgn0038153	0	2	0	2	0	4	3	23	128	89	34	102	29	17	2	12	7	17	13	4	9	5	3	15	10	19	12	151	24	18
FBgn0038156	29	108	545	1767	3098	8280	14749	10073	5619	6161	1879	3588	3789	1382	220	194	422	911	2371	3244	634	106	88	958	1394	931	5092	2787	1060	1273
FBgn0038157	0	0	0	1	0	0	1	4	7	6	0	2	1	0	0	0	1	9	3	13	0	0	0	10	27	9	6	11	6	0
FBgn0038158	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	53	93	196	274	296	0	0	0	342	555	473	403	360	177	189
FBgn0038159	0	0	0	0	0	0	0	1	3	54	63	140	119	15	14	0	0	0	1	3	0	0	0	1	8	3	2	3	3	0
FBgn0038160	1	1	6	3	0	4	3	3	8	91	2203	4887	2313	186	141	517	259	228	6	1	188	144	110	145	1251	224	23	2	13	24
FBgn0038161	6	2	6	5	20	52	120	170	1295	5110	3150	5797	3291	2934	947	258	256	227	9	3	4	0	0	0	0	0	14	127	29	44
FBgn0038162	0	0	0	0	1	1	0	1	4	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1
FBgn0038163	2	7	13	8	10	9	6	1	5	15	4	8	9	0	21	502	1146	2542	4526	5774	19	6	1	13824	23197	16451	8942	12121	8013	2569
FBgn0038165	3	13	10	9	12	65	107	243	779	1135	532	1186	1198	449	75	89	277	494	1040	1205	276	35	39	465	883	479	1062	1072	719	681
FBgn0038166	2226	713	5142	3645	2683	3287	2704	1567	1230	1106	535	1038	1316	1959	837	1572	2179	4242	2865	2699	2420	1779	1674	1631	2405	1667	2259	1675	1486	5106
FBgn0038167	7131	2942	4973	3771	3313	4280	4240	3226	2547	2158	1287	2515	3260	3738	1096	1130	1480	2686	3662	4594	5523	4330	3844	6744	11632	7623	5385	6579	4928	2692
FBgn0038168	7775	3143	8611	4911	3936	3990	3652	1908	1310	1266	558	1294	2315	2448	935	976	1459	2540	3244	4047	5500	4953	4535	2858	5306	3834	3618	2856	2047	2599
FBgn0038170	4	31	128	104	117	488	560	305	274	318	119	222	121	137	14	26	35	68	118	199	114	52	56	252	374	275	309	262	107	85
FBgn0038172	5	42	88	23	9	38	50	97	228	1507	841	1907	865	906	1892	2434	2762	2360	4518	1995	2397	728	754	3835	2853	2408	2285	945	6481	924
FBgn0038173	1	20	40	9	4	7	5	8	20	194	308	660	580	852	387	824	830	1616	17	20	376	73	77	863	1074	1049	16	25	379	433
FBgn0038175	2	7	5	11	5	2	5	8	6	0	0	2	1	0	5	232	471	1024	1817	2441	6	2	1	7346	12759	8195	3701	5247	4662	1077
FBgn0038179	2	4	13	5	10	13	12	175	210	594	818	1551	754	716	777	901	1660	2977	9923	6347	2100	420	488	2423	5355	2523	1158	531	1117	1989
FBgn0038180	24	30	76	351	680	6951	12346	4865	1149	9350	16321	37058	538	15273	2465	806	2435	8190	49194	189443	2585	104	56	3247	288	83	28179	4556	26021	37592
FBgn0038181	36	51	93	94	155	106	321	4025	21967	45791	30459	61573	50486	73619	54232	34383	23208	13586	1927	246	111294	5328	9218	158092	55448	86320	10397	162988	195230	3355
FBgn0038183	105	611	3760	2621	2298	3144	3699	1309	963	825	1216	2209	4723	3998	912	563	629	1186	1012	933	1898	1425	1352	588	791	614	1177	1036	531	1145
FBgn0038186	0	0	0	5	2	0	1	1	1	0	0	0	0	0	0	49	99	254	331	429	1	0	0	603	661	524	700	768	256	228
FBgn0038188	0	1	4	2	1	2	0	1	1	1	0	1	0	0	0	18	20	57	109	104	0	0	0	63	123	120	91	71	35	80
FBgn0038189	1	2	0	0	4	5	3	4	3	0	0	0	0	0	15	34	66	135	194	214	0	1	1	192	356	298	233	135	75	148
FBgn0038190	1956	37	40	11	23	29	19	18	17	22	15	30	37	38	31	43	53	82	149	148	938	1393	1248	153	252	213	146	128	111	122
FBgn0038191	10464	3694	2199	634	903	495	616	405	361	242	277	657	238	287	119	50	73	134	217	215	6785	6380	6259	207	362	242	171	265	606	170
FBgn0038194	51	221	1417	2942	5324	14551	23545	5034	1899	3106	8021	23681	8561	28910	8413	5100	3223	10077	738	1538	10855	3849	3528	16233	12240	14730	2669	1046	2450	9122
FBgn0038195	4832	3110	11118	6517	6396	8599	13609	7809	7429	6373	3174	7901	5480	9458	2671	2871	3497	6382	6595	6274	5519	4176	4225	8064	11992	8783	9128	10224	5392	6336
FBgn0038196	2492	776	3633	2148	2200	2916	3038	948	1345	1295	1079	2120	2552	4112	1198	899	1024	2604	2225	2653	1564	2287	2310	1949	1947	2238	3461	3153	1078	3099
FBgn0038197	6205	1333	976	1285	2290	6235	7898	6807	7490	12475	5779	10988	7156	4794	2218	1674	2449	3842	5103	2976	7370	4572	4295	5996	5907	5509	3540	3717	8823	4610
FBgn0038198	18	11	31	89	161	1083	4694	6940	3506	2756	2469	4694	1123	3328	1474	1329	1260	1515	21342	2129	3522	619	737	6611	6613	5157	8297	4904	9077	8223
